id,timestamp,comm_area,call_type
1,8/9/2016 12:30,Austin,Water in Basement
2,8/10/2016 18:30,Austin,Water in Basement
3,8/10/2016 21:30,Austin,Water in Basement
4,8/11/2016 13:00,Austin,Water in Basement
5,8/12/2016 11:00,Austin,Water in Basement
6,8/12/2016 11:30,Austin,Water in Basement
7,8/18/2016 7:30,Austin,Water in Basement
8,8/18/2016 7:30,Austin,Water in Basement
9,8/18/2016 9:30,Austin,Water in Basement
10,8/18/2016 22:00,Austin,Water in Basement
11,8/20/2016 11:00,Austin,Water in Basement
12,8/20/2016 12:00,Austin,Water in Basement
13,8/22/2016 7:00,Austin,Water in Basement
14,8/23/2016 11:00,Austin,Water in Basement
15,8/24/2016 3:00,Austin,Water in Basement
16,8/24/2016 17:00,Austin,Water in Basement
17,8/27/2016 13:00,Austin,Water in Basement
18,8/27/2016 13:00,Austin,Water in Basement
19,8/27/2016 14:30,Austin,Water in Basement
20,8/28/2016 7:00,Austin,Water in Basement
21,8/29/2016 9:00,Austin,Water in Basement
22,8/30/2016 10:30,Austin,Water in Basement
23,9/9/2016 12:00,Austin,Water in Basement
24,9/12/2016 9:30,Austin,Water in Basement
25,8/5/2016 14:30,Austin,Water in Street
26,8/8/2016 10:00,Austin,Water in Street
27,8/11/2016 9:00,Austin,Water in Street
28,8/12/2016 11:00,Austin,Water in Street
29,8/12/2016 11:30,Austin,Water in Street
30,8/12/2016 11:30,Austin,Water in Street
31,8/12/2016 11:30,Austin,Water in Street
32,8/12/2016 11:30,Austin,Water in Street
33,8/12/2016 12:00,Austin,Water in Street
34,8/12/2016 14:00,Austin,Water in Street
35,8/12/2016 15:30,Austin,Water in Street
36,8/12/2016 19:30,Austin,Water in Street
37,8/13/2016 12:00,Austin,Water in Street
38,8/14/2016 16:00,Austin,Water in Street
39,8/14/2016 16:00,Austin,Water in Street
40,8/15/2016 8:00,Austin,Water in Street
41,8/16/2016 21:00,Austin,Water in Street
42,8/17/2016 19:30,Austin,Water in Street
43,8/18/2016 7:00,Austin,Water in Street
44,8/18/2016 7:30,Austin,Water in Street
45,8/18/2016 8:00,Austin,Water in Street
46,8/18/2016 8:00,Austin,Water in Street
47,8/18/2016 14:30,Austin,Water in Street
48,8/20/2016 9:30,Austin,Water in Street
49,8/20/2016 10:30,Austin,Water in Street
50,8/20/2016 11:00,Austin,Water in Street
51,8/20/2016 12:00,Austin,Water in Street
52,8/20/2016 12:30,Austin,Water in Street
53,8/20/2016 15:00,Austin,Water in Street
54,8/20/2016 17:30,Austin,Water in Street
55,8/20/2016 18:30,Austin,Water in Street
56,8/21/2016 17:00,Austin,Water in Street
57,8/22/2016 17:00,Austin,Water in Street
58,8/24/2016 14:30,Austin,Water in Street
59,8/27/2016 8:00,Austin,Water in Street
60,8/27/2016 10:30,Austin,Water in Street
61,8/27/2016 12:30,Austin,Water in Street
62,8/27/2016 15:00,Austin,Water in Street
63,8/27/2016 18:00,Austin,Water in Street
64,8/29/2016 9:00,Austin,Water in Street
65,8/29/2016 11:00,Austin,Water in Street
66,8/29/2016 11:00,Austin,Water in Street
67,8/29/2016 19:00,Austin,Water in Street
68,8/31/2016 10:30,Austin,Water in Street
69,9/1/2016 14:30,Austin,Water in Street
70,9/2/2016 18:00,Austin,Water in Street
71,9/6/2016 9:30,Austin,Water in Street
72,9/7/2016 13:30,Austin,Water in Street
73,9/7/2016 14:00,Austin,Water in Street
74,9/8/2016 6:30,Austin,Water in Street
75,9/9/2016 12:00,Austin,Water in Street
76,8/4/2016 23:30,South Shore,Water in Basement
77,8/11/2016 7:30,South Shore,Water in Basement
78,8/11/2016 19:30,South Shore,Water in Basement
79,8/12/2016 12:00,South Shore,Water in Basement
80,8/12/2016 12:30,South Shore,Water in Basement
81,8/12/2016 14:00,South Shore,Water in Basement
82,8/12/2016 20:30,South Shore,Water in Basement
83,8/12/2016 20:30,South Shore,Water in Basement
84,8/12/2016 21:00,South Shore,Water in Basement
85,8/12/2016 23:30,South Shore,Water in Basement
86,8/13/2016 0:30,South Shore,Water in Basement
87,8/15/2016 11:30,South Shore,Water in Basement
88,8/18/2016 12:00,South Shore,Water in Basement
89,8/18/2016 17:30,South Shore,Water in Basement
90,8/22/2016 12:00,South Shore,Water in Basement
91,8/22/2016 15:30,South Shore,Water in Basement
92,8/23/2016 21:00,South Shore,Water in Basement
93,8/25/2016 23:30,South Shore,Water in Basement
94,8/26/2016 13:30,South Shore,Water in Basement
95,8/30/2016 11:00,South Shore,Water in Basement
96,8/31/2016 18:00,South Shore,Water in Basement
97,9/1/2016 16:30,South Shore,Water in Basement
98,9/6/2016 11:00,South Shore,Water in Basement
99,9/7/2016 17:00,South Shore,Water in Basement
100,8/10/2016 11:00,South Shore,Water in Street
101,8/11/2016 14:30,South Shore,Water in Street
102,8/12/2016 18:00,South Shore,Water in Street
103,8/13/2016 1:00,South Shore,Water in Street
104,8/13/2016 10:00,South Shore,Water in Street
105,8/13/2016 16:30,South Shore,Water in Street
106,8/14/2016 19:00,South Shore,Water in Street
107,8/17/2016 11:00,South Shore,Water in Street
108,8/18/2016 8:00,South Shore,Water in Street
109,8/18/2016 11:00,South Shore,Water in Street
110,8/18/2016 12:00,South Shore,Water in Street
111,8/18/2016 15:30,South Shore,Water in Street
112,8/18/2016 18:30,South Shore,Water in Street
113,8/18/2016 21:30,South Shore,Water in Street
114,8/19/2016 11:30,South Shore,Water in Street
115,8/20/2016 10:30,South Shore,Water in Street
116,8/20/2016 11:30,South Shore,Water in Street
117,8/20/2016 12:30,South Shore,Water in Street
118,8/20/2016 13:30,South Shore,Water in Street
119,8/21/2016 12:00,South Shore,Water in Street
120,8/21/2016 14:00,South Shore,Water in Street
121,8/24/2016 13:30,South Shore,Water in Street
122,8/24/2016 14:00,South Shore,Water in Street
123,8/24/2016 15:30,South Shore,Water in Street
124,8/27/2016 8:30,South Shore,Water in Street
125,8/27/2016 9:00,South Shore,Water in Street
126,8/27/2016 11:00,South Shore,Water in Street
127,8/27/2016 17:30,South Shore,Water in Street
128,9/9/2016 1:30,South Shore,Water in Street
129,8/13/2016 0:00,Beverly,Water in Basement
130,8/16/2016 13:30,Beverly,Water in Basement
131,8/21/2016 15:00,Beverly,Water in Basement
132,8/18/2016 11:00,Beverly,Water in Street
133,8/26/2016 7:30,Beverly,Water in Street
134,8/26/2016 7:30,Beverly,Water in Street
135,8/27/2016 8:30,Beverly,Water in Street
136,9/1/2016 13:00,Beverly,Water in Street
137,8/11/2016 19:30,West Ridge,Water in Basement
138,8/22/2016 10:00,West Ridge,Water in Basement
139,8/22/2016 10:00,West Ridge,Water in Basement
140,8/27/2016 12:00,West Ridge,Water in Basement
141,8/27/2016 16:30,West Ridge,Water in Basement
142,8/28/2016 17:30,West Ridge,Water in Basement
143,8/30/2016 16:00,West Ridge,Water in Basement
144,8/30/2016 18:00,West Ridge,Water in Basement
145,9/1/2016 15:00,West Ridge,Water in Basement
146,8/18/2016 12:30,West Ridge,Water in Street
147,8/19/2016 14:00,West Ridge,Water in Street
148,8/20/2016 10:30,West Ridge,Water in Street
149,8/22/2016 10:00,West Ridge,Water in Street
150,8/22/2016 13:30,West Ridge,Water in Street
151,8/25/2016 14:00,West Ridge,Water in Street
152,8/27/2016 7:00,West Ridge,Water in Street
153,8/27/2016 9:30,West Ridge,Water in Street
154,8/27/2016 12:30,West Ridge,Water in Street
155,8/30/2016 8:00,West Ridge,Water in Street
156,8/30/2016 11:30,West Ridge,Water in Street
157,8/30/2016 12:30,West Ridge,Water in Street
158,8/30/2016 17:00,West Ridge,Water in Street
159,8/30/2016 19:00,West Ridge,Water in Street
160,9/3/2016 9:30,West Ridge,Water in Street
161,8/27/2016 14:30,Humboldt Park,Water in Basement
162,8/9/2016 9:30,Humboldt Park,Water in Street
163,8/13/2016 14:30,Humboldt Park,Water in Street
164,8/22/2016 19:30,Humboldt Park,Water in Street
165,8/30/2016 10:30,Humboldt Park,Water in Street
166,8/30/2016 14:00,Humboldt Park,Water in Street
167,9/3/2016 16:00,Humboldt Park,Water in Street
168,9/7/2016 15:30,Humboldt Park,Water in Street
169,9/8/2016 9:00,Humboldt Park,Water in Street
170,8/10/2016 13:00,Lake View,Water in Basement
171,8/11/2016 18:30,Lake View,Water in Basement
172,8/12/2016 12:30,Lake View,Water in Basement
173,8/12/2016 12:30,Lake View,Water in Basement
174,8/12/2016 13:00,Lake View,Water in Basement
175,8/12/2016 13:00,Lake View,Water in Basement
176,8/12/2016 13:30,Lake View,Water in Basement
177,8/12/2016 14:00,Lake View,Water in Basement
178,8/12/2016 16:30,Lake View,Water in Basement
179,8/15/2016 9:00,Lake View,Water in Basement
180,8/19/2016 16:00,Lake View,Water in Basement
181,8/24/2016 9:30,Lake View,Water in Basement
182,8/30/2016 16:00,Lake View,Water in Basement
183,9/2/2016 9:00,Lake View,Water in Basement
184,9/9/2016 10:30,Lake View,Water in Basement
185,8/8/2016 19:30,Lake View,Water in Street
186,8/12/2016 11:30,Lake View,Water in Street
187,8/12/2016 11:30,Lake View,Water in Street
188,8/12/2016 12:00,Lake View,Water in Street
189,8/12/2016 14:00,Lake View,Water in Street
190,8/12/2016 14:30,Lake View,Water in Street
191,8/12/2016 15:30,Lake View,Water in Street
192,8/12/2016 18:30,Lake View,Water in Street
193,8/13/2016 8:30,Lake View,Water in Street
194,8/13/2016 10:00,Lake View,Water in Street
195,8/13/2016 10:00,Lake View,Water in Street
196,8/13/2016 10:30,Lake View,Water in Street
197,8/13/2016 18:30,Lake View,Water in Street
198,8/15/2016 11:30,Lake View,Water in Street
199,8/17/2016 8:30,Lake View,Water in Street
200,8/18/2016 8:00,Lake View,Water in Street
201,8/18/2016 9:00,Lake View,Water in Street
202,8/18/2016 19:30,Lake View,Water in Street
203,8/20/2016 9:00,Lake View,Water in Street
204,8/20/2016 9:30,Lake View,Water in Street
205,8/20/2016 11:00,Lake View,Water in Street
206,8/20/2016 11:00,Lake View,Water in Street
207,8/20/2016 11:00,Lake View,Water in Street
208,8/20/2016 12:30,Lake View,Water in Street
209,8/20/2016 16:00,Lake View,Water in Street
210,8/20/2016 16:00,Lake View,Water in Street
211,8/21/2016 22:30,Lake View,Water in Street
212,8/22/2016 14:00,Lake View,Water in Street
213,8/25/2016 6:30,Lake View,Water in Street
214,8/27/2016 8:30,Lake View,Water in Street
215,8/31/2016 13:30,Lake View,Water in Street
216,9/6/2016 14:00,Lake View,Water in Street
217,9/7/2016 16:00,Lake View,Water in Street
218,9/7/2016 17:30,Lake View,Water in Street
219,9/10/2016 14:00,Lake View,Water in Street
220,8/19/2016 12:00,Near West Side,Water in Basement
221,8/31/2016 14:30,Near West Side,Water in Basement
222,9/12/2016 14:30,Near West Side,Water in Basement
223,8/12/2016 12:00,Near West Side,Water in Street
224,8/12/2016 18:30,Near West Side,Water in Street
225,8/13/2016 17:30,Near West Side,Water in Street
226,8/18/2016 11:00,Near West Side,Water in Street
227,8/18/2016 11:30,Near West Side,Water in Street
228,8/18/2016 11:30,Near West Side,Water in Street
229,8/18/2016 15:30,Near West Side,Water in Street
230,8/18/2016 17:00,Near West Side,Water in Street
231,8/20/2016 9:00,Near West Side,Water in Street
232,8/20/2016 9:00,Near West Side,Water in Street
233,8/20/2016 20:30,Near West Side,Water in Street
234,8/20/2016 23:00,Near West Side,Water in Street
235,8/21/2016 12:00,Near West Side,Water in Street
236,8/23/2016 10:30,Near West Side,Water in Street
237,8/29/2016 8:30,Near West Side,Water in Street
238,8/30/2016 22:30,Near West Side,Water in Street
239,8/30/2016 22:30,Near West Side,Water in Street
240,9/5/2016 11:00,Near West Side,Water in Street
241,9/7/2016 14:30,Near West Side,Water in Street
242,8/5/2016 9:30,Auburn Gresham,Water in Basement
243,8/5/2016 19:00,Auburn Gresham,Water in Basement
244,8/12/2016 12:30,Auburn Gresham,Water in Basement
245,8/12/2016 12:30,Auburn Gresham,Water in Basement
246,8/12/2016 18:00,Auburn Gresham,Water in Basement
247,8/12/2016 20:00,Auburn Gresham,Water in Basement
248,8/12/2016 20:30,Auburn Gresham,Water in Basement
249,8/13/2016 0:00,Auburn Gresham,Water in Basement
250,8/13/2016 0:30,Auburn Gresham,Water in Basement
251,8/13/2016 10:30,Auburn Gresham,Water in Basement
252,8/13/2016 12:30,Auburn Gresham,Water in Basement
253,8/14/2016 9:30,Auburn Gresham,Water in Basement
254,8/15/2016 12:00,Auburn Gresham,Water in Basement
255,8/16/2016 13:00,Auburn Gresham,Water in Basement
256,8/16/2016 15:00,Auburn Gresham,Water in Basement
257,8/20/2016 10:00,Auburn Gresham,Water in Basement
258,8/20/2016 10:00,Auburn Gresham,Water in Basement
259,8/20/2016 10:00,Auburn Gresham,Water in Basement
260,8/20/2016 13:00,Auburn Gresham,Water in Basement
261,8/24/2016 12:30,Auburn Gresham,Water in Basement
262,8/4/2016 18:00,Auburn Gresham,Water in Street
263,8/12/2016 12:00,Auburn Gresham,Water in Street
264,8/12/2016 12:30,Auburn Gresham,Water in Street
265,8/16/2016 7:00,Auburn Gresham,Water in Street
266,8/16/2016 12:30,Auburn Gresham,Water in Street
267,8/16/2016 17:30,Auburn Gresham,Water in Street
268,8/18/2016 12:00,Auburn Gresham,Water in Street
269,8/20/2016 10:00,Auburn Gresham,Water in Street
270,8/20/2016 11:00,Auburn Gresham,Water in Street
271,8/20/2016 11:00,Auburn Gresham,Water in Street
272,8/20/2016 11:00,Auburn Gresham,Water in Street
273,8/20/2016 15:00,Auburn Gresham,Water in Street
274,8/21/2016 21:30,Auburn Gresham,Water in Street
275,8/22/2016 9:00,Auburn Gresham,Water in Street
276,8/25/2016 11:00,Auburn Gresham,Water in Street
277,9/6/2016 18:30,Auburn Gresham,Water in Street
278,9/9/2016 15:30,Auburn Gresham,Water in Street
279,8/11/2016 17:00,Dunning,Water in Basement
280,8/11/2016 22:00,Dunning,Water in Basement
281,8/12/2016 14:00,Dunning,Water in Basement
282,8/18/2016 8:30,Dunning,Water in Basement
283,8/18/2016 11:00,Dunning,Water in Basement
284,8/18/2016 13:30,Dunning,Water in Basement
285,8/20/2016 9:30,Dunning,Water in Basement
286,8/20/2016 9:30,Dunning,Water in Basement
287,8/21/2016 14:00,Dunning,Water in Basement
288,8/27/2016 12:30,Dunning,Water in Basement
289,8/29/2016 23:30,Dunning,Water in Basement
290,9/11/2016 6:00,Dunning,Water in Basement
291,8/12/2016 15:00,Dunning,Water in Street
292,8/17/2016 18:30,Dunning,Water in Street
293,8/18/2016 8:00,Dunning,Water in Street
294,8/18/2016 8:30,Dunning,Water in Street
295,8/18/2016 8:30,Dunning,Water in Street
296,8/18/2016 9:30,Dunning,Water in Street
297,8/18/2016 13:30,Dunning,Water in Street
298,8/18/2016 15:30,Dunning,Water in Street
299,8/19/2016 7:30,Dunning,Water in Street
300,8/19/2016 8:00,Dunning,Water in Street
301,8/20/2016 9:00,Dunning,Water in Street
302,8/20/2016 9:30,Dunning,Water in Street
303,8/20/2016 9:30,Dunning,Water in Street
304,8/20/2016 9:30,Dunning,Water in Street
305,8/20/2016 10:00,Dunning,Water in Street
306,8/20/2016 11:00,Dunning,Water in Street
307,8/20/2016 16:30,Dunning,Water in Street
308,8/20/2016 17:30,Dunning,Water in Street
309,8/20/2016 17:30,Dunning,Water in Street
310,8/24/2016 13:30,Dunning,Water in Street
311,8/24/2016 15:00,Dunning,Water in Street
312,8/25/2016 15:00,Dunning,Water in Street
313,8/26/2016 1:00,Dunning,Water in Street
314,8/26/2016 14:30,Dunning,Water in Street
315,8/27/2016 8:00,Dunning,Water in Street
316,8/27/2016 10:00,Dunning,Water in Street
317,8/29/2016 15:30,Dunning,Water in Street
318,8/29/2016 22:00,Dunning,Water in Street
319,8/31/2016 9:30,Dunning,Water in Street
320,9/8/2016 15:00,Dunning,Water in Street
321,9/8/2016 15:30,Dunning,Water in Street
322,9/9/2016 14:30,Dunning,Water in Street
323,9/12/2016 12:30,Dunning,Water in Street
324,9/12/2016 16:30,Dunning,Water in Street
325,8/8/2016 16:30,North Lawndale,Water in Basement
326,8/12/2016 11:30,North Lawndale,Water in Basement
327,8/18/2016 13:30,North Lawndale,Water in Basement
328,8/20/2016 13:00,North Lawndale,Water in Basement
329,9/5/2016 13:00,North Lawndale,Water in Basement
330,8/7/2016 11:00,North Lawndale,Water in Street
331,8/9/2016 22:30,North Lawndale,Water in Street
332,8/13/2016 14:00,North Lawndale,Water in Street
333,8/14/2016 16:00,North Lawndale,Water in Street
334,8/15/2016 8:30,North Lawndale,Water in Street
335,8/15/2016 8:30,North Lawndale,Water in Street
336,8/19/2016 16:30,North Lawndale,Water in Street
337,8/25/2016 11:00,North Lawndale,Water in Street
338,8/4/2016 17:30,New City,Water in Basement
339,8/8/2016 13:00,New City,Water in Basement
340,8/12/2016 12:00,New City,Water in Basement
341,8/12/2016 13:00,New City,Water in Basement
342,8/12/2016 22:00,New City,Water in Basement
343,8/16/2016 13:30,New City,Water in Basement
344,8/17/2016 11:00,New City,Water in Basement
345,8/17/2016 11:00,New City,Water in Basement
346,8/20/2016 11:00,New City,Water in Basement
347,8/27/2016 9:30,New City,Water in Basement
348,8/30/2016 10:30,New City,Water in Basement
349,9/2/2016 10:00,New City,Water in Basement
350,9/6/2016 10:00,New City,Water in Basement
351,8/12/2016 12:00,New City,Water in Street
352,8/12/2016 12:00,New City,Water in Street
353,8/12/2016 12:30,New City,Water in Street
354,8/12/2016 13:00,New City,Water in Street
355,8/12/2016 13:00,New City,Water in Street
356,8/12/2016 14:00,New City,Water in Street
357,8/12/2016 14:00,New City,Water in Street
358,8/12/2016 14:30,New City,Water in Street
359,8/14/2016 19:00,New City,Water in Street
360,8/14/2016 19:00,New City,Water in Street
361,8/14/2016 19:00,New City,Water in Street
362,8/15/2016 9:30,New City,Water in Street
363,8/17/2016 14:30,New City,Water in Street
364,8/18/2016 8:00,New City,Water in Street
365,8/18/2016 8:00,New City,Water in Street
366,8/18/2016 8:30,New City,Water in Street
367,8/19/2016 9:00,New City,Water in Street
368,8/23/2016 14:30,New City,Water in Street
369,8/24/2016 12:30,New City,Water in Street
370,8/24/2016 12:30,New City,Water in Street
371,8/5/2016 9:30,Chatham,Water in Basement
372,8/9/2016 14:00,Chatham,Water in Basement
373,8/12/2016 13:00,Chatham,Water in Basement
374,8/15/2016 12:30,Chatham,Water in Basement
375,8/15/2016 16:30,Chatham,Water in Basement
376,8/15/2016 22:00,Chatham,Water in Basement
377,8/17/2016 12:30,Chatham,Water in Basement
378,8/18/2016 9:00,Chatham,Water in Basement
379,8/20/2016 10:00,Chatham,Water in Basement
380,8/20/2016 14:00,Chatham,Water in Basement
381,8/20/2016 15:00,Chatham,Water in Basement
382,8/20/2016 17:30,Chatham,Water in Basement
383,8/22/2016 20:00,Chatham,Water in Basement
384,8/23/2016 10:30,Chatham,Water in Basement
385,8/23/2016 20:00,Chatham,Water in Basement
386,8/24/2016 16:30,Chatham,Water in Basement
387,8/26/2016 10:30,Chatham,Water in Basement
388,8/29/2016 18:30,Chatham,Water in Basement
389,8/30/2016 11:00,Chatham,Water in Basement
390,8/9/2016 12:30,Chatham,Water in Street
391,8/10/2016 11:30,Chatham,Water in Street
392,8/12/2016 13:00,Chatham,Water in Street
393,8/12/2016 16:30,Chatham,Water in Street
394,8/12/2016 20:30,Chatham,Water in Street
395,8/13/2016 10:30,Chatham,Water in Street
396,8/13/2016 12:30,Chatham,Water in Street
397,8/13/2016 13:30,Chatham,Water in Street
398,8/13/2016 16:30,Chatham,Water in Street
399,8/13/2016 23:30,Chatham,Water in Street
400,8/17/2016 10:30,Chatham,Water in Street
401,8/18/2016 9:30,Chatham,Water in Street
402,8/20/2016 11:00,Chatham,Water in Street
403,8/20/2016 11:30,Chatham,Water in Street
404,8/20/2016 12:00,Chatham,Water in Street
405,8/20/2016 16:30,Chatham,Water in Street
406,8/23/2016 17:00,Chatham,Water in Street
407,8/25/2016 8:30,Chatham,Water in Street
408,8/26/2016 11:30,Chatham,Water in Street
409,8/30/2016 10:30,Chatham,Water in Street
410,8/30/2016 22:30,Chatham,Water in Street
411,9/1/2016 12:30,Chatham,Water in Street
412,9/2/2016 10:00,Chatham,Water in Street
413,8/12/2016 12:30,Englewood,Water in Basement
414,8/16/2016 16:00,Englewood,Water in Basement
415,8/16/2016 18:00,Englewood,Water in Basement
416,8/29/2016 17:00,Englewood,Water in Basement
417,9/10/2016 21:30,Englewood,Water in Basement
418,8/12/2016 11:30,Englewood,Water in Street
419,8/12/2016 12:00,Englewood,Water in Street
420,8/13/2016 12:00,Englewood,Water in Street
421,8/16/2016 14:00,Englewood,Water in Street
422,8/18/2016 8:30,Englewood,Water in Street
423,8/18/2016 8:30,Englewood,Water in Street
424,8/18/2016 15:30,Englewood,Water in Street
425,8/24/2016 2:00,Englewood,Water in Street
426,8/24/2016 12:30,Englewood,Water in Street
427,8/24/2016 14:30,Englewood,Water in Street
428,8/26/2016 10:30,Englewood,Water in Street
429,8/27/2016 12:00,Englewood,Water in Street
430,8/11/2016 14:30,Ashburn,Water in Basement
431,8/17/2016 0:30,Ashburn,Water in Basement
432,8/22/2016 20:30,Ashburn,Water in Basement
433,8/29/2016 17:00,Ashburn,Water in Basement
434,8/31/2016 16:30,Ashburn,Water in Basement
435,8/16/2016 5:30,Ashburn,Water in Street
436,8/18/2016 21:30,Ashburn,Water in Street
437,8/24/2016 11:30,Ashburn,Water in Street
438,9/12/2016 20:30,Ashburn,Water in Street
439,8/14/2016 22:00,Avalon Park,Water in Basement
440,8/18/2016 8:30,Avalon Park,Water in Basement
441,8/20/2016 3:30,Avalon Park,Water in Basement
442,8/20/2016 16:00,Avalon Park,Water in Basement
443,8/21/2016 18:00,Avalon Park,Water in Basement
444,9/9/2016 15:00,Avalon Park,Water in Basement
445,9/10/2016 11:30,Avalon Park,Water in Basement
446,8/20/2016 14:00,Avalon Park,Water in Street
447,8/20/2016 17:00,Avalon Park,Water in Street
448,8/21/2016 18:00,Avalon Park,Water in Street
449,8/17/2016 12:00,West Town,Water in Basement
450,8/20/2016 15:00,West Town,Water in Basement
451,8/30/2016 18:30,West Town,Water in Basement
452,8/4/2016 11:30,West Town,Water in Street
453,8/4/2016 14:30,West Town,Water in Street
454,8/12/2016 12:30,West Town,Water in Street
455,8/12/2016 12:30,West Town,Water in Street
456,8/12/2016 13:30,West Town,Water in Street
457,8/12/2016 17:00,West Town,Water in Street
458,8/14/2016 10:30,West Town,Water in Street
459,8/17/2016 13:30,West Town,Water in Street
460,8/17/2016 21:30,West Town,Water in Street
461,8/18/2016 8:00,West Town,Water in Street
462,8/18/2016 8:00,West Town,Water in Street
463,8/18/2016 10:00,West Town,Water in Street
464,8/19/2016 8:00,West Town,Water in Street
465,8/19/2016 12:30,West Town,Water in Street
466,8/20/2016 0:30,West Town,Water in Street
467,8/20/2016 9:30,West Town,Water in Street
468,8/20/2016 10:00,West Town,Water in Street
469,8/20/2016 10:30,West Town,Water in Street
470,8/20/2016 11:30,West Town,Water in Street
471,8/20/2016 13:30,West Town,Water in Street
472,8/20/2016 15:00,West Town,Water in Street
473,8/20/2016 15:30,West Town,Water in Street
474,8/24/2016 17:00,West Town,Water in Street
475,8/25/2016 14:30,West Town,Water in Street
476,8/25/2016 16:00,West Town,Water in Street
477,8/25/2016 18:30,West Town,Water in Street
478,8/26/2016 17:00,West Town,Water in Street
479,8/27/2016 11:00,West Town,Water in Street
480,8/27/2016 18:30,West Town,Water in Street
481,8/27/2016 21:30,West Town,Water in Street
482,8/28/2016 21:00,West Town,Water in Street
483,8/30/2016 12:30,West Town,Water in Street
484,8/30/2016 16:00,West Town,Water in Street
485,9/6/2016 8:00,West Town,Water in Street
486,9/7/2016 17:30,West Town,Water in Street
487,9/10/2016 15:30,West Town,Water in Street
488,9/12/2016 19:30,West Town,Water in Street
489,8/8/2016 15:30,Avondale,Water in Basement
490,8/9/2016 15:30,Avondale,Water in Basement
491,8/15/2016 10:30,Avondale,Water in Basement
492,8/20/2016 10:00,Avondale,Water in Basement
493,8/20/2016 19:30,Avondale,Water in Basement
494,8/12/2016 12:00,Avondale,Water in Street
495,8/12/2016 15:00,Avondale,Water in Street
496,8/13/2016 11:00,Avondale,Water in Street
497,8/13/2016 12:00,Avondale,Water in Street
498,8/14/2016 16:30,Avondale,Water in Street
499,8/18/2016 7:00,Avondale,Water in Street
500,8/18/2016 15:00,Avondale,Water in Street
501,8/19/2016 2:30,Avondale,Water in Street
